Achievement_ID,Achievement Name,Description,Category,Rarity,Points,Criteria,Premium_Required,Secret_Achievement,Related_Exercise_Categories,Badge_File_Name,Icon
ACH_325,Always Advancing,Increase difficulty level 100 times,Performance,Rare,120,Increase workout difficulty level 100 times (cumulative),No,No,,badge_performance_always_advancing_rare.png,TrendingUp
ACH_326,Core Elite,Complete a Level 4+ Core & Balance workout,Performance,Rare,80,Complete 1 Level 4+ workout in Core & Balance,Yes,No,Core & Balance,badge_performance_core_elite_rare.png,Shield
ACH_327,Leg Elite,Complete a Level 4+ Leg Strength workout,Performance,Rare,80,Complete 1 Level 4+ workout in Leg Strength,Yes,No,Leg Strength,badge_performance_leg_elite_rare.png,Dumbbell
ACH_328,Cardio Elite,Complete a Level 4+ Cardio & Walking workout,Performance,Rare,80,Complete 1 Level 4+ workout in Cardio & Walking,Yes,No,Cardio & Walking,badge_performance_cardio_elite_rare.png,Heart
ACH_329,Standing Elite,Complete a Level 4+ Standing workout,Performance,Rare,80,Complete 1 Level 4+ workout in Standing,Yes,No,Standing,badge_performance_standing_elite_rare.png,User
ACH_330,Seated Elite,Complete a Level 4+ Seated workout,Performance,Rare,80,Complete 1 Level 4+ workout in Seated,Yes,No,Seated,badge_performance_seated_elite_rare.png,ArmChair
ACH_331,Wall Sit Elite,Complete a Level 4+ Wall Sits workout,Performance,Rare,80,Complete 1 Level 4+ workout in Wall Sits,Yes,No,Wall Sits,badge_performance_wall_sit_elite_rare.png,Square
ACH_332,Century Celebration,Complete your 100th workout,Special,Rare,100,Complete exactly 100 total workouts,No,No,,badge_special_century_celebration_rare.png,Trophy
ACH_333,Half Millennium,Complete your 500th workout,Special,Epic,500,Complete exactly 500 total workouts,No,No,,badge_special_half_millennium_epic.png,Crown
ACH_334,Millennium Master,Complete your 1000th workout,Special,Epic,1000,Complete exactly 1000 total workouts,No,No,,badge_special_millennium_master_epic.png,Crown
ACH_335,One Month Strong,Complete a workout 30 days after your first,Special,Common,30,Complete workout on day 30+ after account creation,No,No,,badge_special_one_month_strong_common.png,Calendar
ACH_336,Three Month Warrior,Complete a workout 90 days after your first,Special,Uncommon,60,Complete workout on day 90+ after account creation,No,No,,badge_special_three_month_warrior_uncommon.png,Calendar
ACH_337,Six Month Champion,Complete a workout 180 days after your first,Special,Uncommon,100,Complete workout on day 180+ after account creation,No,No,,badge_special_six_month_champion_uncommon.png,Calendar
ACH_338,One Year Legend,Complete a workout 365 days after your first,Special,Rare,200,Complete workout on day 365+ after account creation,No,No,Leg Strength,badge_special_one_year_legend_rare.png,Award
ACH_339,New Year New You,Complete a workout on January 1st,Special,Common,20,Complete workout on January 1,No,No,,badge_special_new_year_new_you_common.png,Sparkles
ACH_340,Fresh Start,Complete a workout on the first day of any month,Special,Common,15,Complete workout on day 1 of any month,No,No,,badge_special_fresh_start_common.png,Calendar
ACH_341,Weekend Warrior,Complete 25 workouts on weekends,Special,Uncommon,50,Complete 25 workouts on Saturday or Sunday,No,No,,badge_special_weekend_warrior_uncommon.png,Calendar
ACH_342,Weekday Champion,Complete 50 workouts on weekdays,Special,Uncommon,50,Complete 50 workouts Monday-Friday,No,No,,badge_special_weekday_champion_uncommon.png,Calendar
ACH_343,Hidden Gem,Unlock your first secret achievement,Special,Uncommon,30,Unlock 1 secret achievement,No,Yes,,badge_special_hidden_gem_uncommon.png,Eye
ACH_344,Secret Collector,Unlock 5 secret achievements,Special,Rare,100,Unlock 5 secret achievements,No,Yes,,badge_special_secret_collector_rare.png,Eye
ACH_345,Perfect Timing,Complete a workout at exactly 12:00 PM,Special,Uncommon,30,Complete workout with start time = 12:00:00 PM,No,Yes,,badge_special_perfect_timing_uncommon.png,Clock
ACH_346,Midnight Warrior,Complete a workout at exactly 12:00 AM,Special,Rare,50,Complete workout with start time = 12:00:00 AM,No,Yes,,badge_special_midnight_warrior_rare.png,Moon
